url,pr,tic,title,region,cats,description
http://www.webmotor.ru/,5,425,"""Webmotor"" - создание сайтов",Екатеринбург,"Hi-Tech, Интернет, Создание сайтов","Cоздание и разработка веб-сайтов. Портфолио. Тарифы. Контакты."
http://xrl.ru/,2,180,"Аварийно-спасательная служба № 1",Россия,"Общество, Власть","Аварийно-спасательные работы, услуги по утилизации промышленных отходов, пр. Состав формирований и подразделений. Советы по оказанию первой помощи пострадавшим. Сводка происшествий. +7 (495) 518-47-27"
http://www.rkm.kz/,4,110,"""Республиканская коллекция микроорганизмов""",Астана,"Учёба, Науки, Естественные науки","Учет, хранение, исследование промышленных микроорганизмов для биотехнологического производства, научных исследований в области биотехнологии и микробиологии. Услуги. Цены. Контакты."
http://sbride.ru/,2,190,"""Каприз невесты"" - свадебный салон",Москва,"Дом, Покупки, Одежда, обувь, аксессуары, Свадебные и вечерние платья","Продажа свадебных платьев и аксессуаров. Возможность сравнить платья разных фасонов и подобрать платье по типу фигуры. Фотографии невест. Условия работы с оптовыми покупателями."
http://www.ventas-stanki.ru/,0,10,"""Ventas"" - продажа металлообрабатывающих станков",Россия,"Бизнес, Производство и поставки, Оборудование, Станки, Металлообрабатывающее оборудование","Каталог листогибов, фальцепрокатных и вальцовочных станков, зиговочных машин, пресс-ножниц, профилегибов и пр. Технические характеристики продукции. Цены. Условия доставки. Адреса офиса и склада."
http://www.penkin.ru/,2,180,"Сергей Пенкин - официальный сайт",,"Культура, Музыка, Поп-музыка","Дискография, песни в формате mp3, фотографии, афиша выступлений."
http://www.argorus.ru/,3,130,"""Арго"" - товары для лошадей",Москва,"Спорт, Летние виды спорта","Продажа кормов и подкормки, добавок, витаминов для использования в конном спорте; продажа и страхование спортивных лошадей; консультации по вопросам содержания лошадей. Фотогалерея."
http://www.ugo.ru/catalog/?id=3,2,0,"""Острова"" - симулятор",,"Развлечения, Игры, Игровая, Социальные игры, Одноклассники","Обустраивайте ваш островок - покупайте интересные домики, декорируйте дворик и ведите домашнее хозяйство."
http://www.bars-truck.ru/,0,0,"""Грузовики и тягачи"" - справочный сайт",Россия,"Авто, Продажа автомобилей, Грузовые автомобили","Объявления о покупке и продаже грузовой техники - по городам России. Ссылки на сайты предприятий. Форма поиска."
http://www.roller-svoboda.ru/,1,50,"""Свобода"" - роллер-школа",Москва,"Спорт, Экстремальный спорт, Роллерспорт, скейтбординг","Занятия для новичков и продвинутых роллеров. Цены. Описание программ обучения. Список мест катания. Контакты. +7 (916) 597-53-85"
http://www.gela.ru/,3,200,"""Гела"" - оптовая торговля аксессуарами для шитья",Россия,"Отдых, Хобби","Нитки, клеевые материалы, товары для вышивания и вязания, шкатулки, печатная продукция, пр. Каталог товаров. Витрина брендов. Адрес офиса, адреса региональных представителей и магазинов."
http://topspinsport.ru/,1,20,"""Topspinsport.ru"" - магазин товаров для спорта",Россия,"Спорт, Летние виды спорта, Настольный теннис","Интернет-продажа инвентаря для настольного и большого тенниса, самокатов, джамперов, скейт- и фингербордов и пр. Прайс-лист. Поиск по стране-произволителю, цене, бренду. Информация о доставке. +7 (495) 592-92-21"
http://d-awards.ru/,2,170,"""Дуралеи"" - интернет-премия за глупость",,"Развлечения, Юмор","Подборка статей о глупых поступках, людях, законах, судебных исках и др. Номинации премии. Архив."
http://norma-spb.com/,3,10,"""Норма"" - издательство",Санкт-Петербург,"Бизнес, Производство и поставки, Предметы потребления, Издательства","Издание социально-экономической литературы. Каталог выпущенных книг. Возможность скачать тексты книг. Контакты."
http://russian-bridge.ru/,3,60,"""Russian-bridge.ru"" - товары из Китая",Китай,"Дом, Покупки, Универсальное","Услуги посредника для совершения покупок в интернет-магазине taobao.com. Отгрузка и доставка товаров, осуществление контроля качества. Перевод текстов и ведение переговоров с поставщиками."
http://www.lcschool.ru/,0,10,"""LC-School"" - школа английского языка","Набережные Челны","Учёба, Курсы, Иностранные языки","Стоимость обучения. Галерея учебных пособий. Отзывы. Контакты."
http://rs36.ru/,1,10,"""РегионСнаб"" - поставка медицинского оборудования",Россия,"Бизнес, Производство и поставки, Оборудование, Медицинская техника","Широкий спектр наименований оборудования для медицинского обслуживания, консультации, внедрение технологий и сервисного сопровождения. Каталоги медицинских товаров. Прайс-лист. Контакты."
http://shargunov.com/,4,130,"Сергей Шаргунов - писатель",,"Культура, Литература, Русская проза","Биография и библиография писателя. Тексты произведений. Интервью с писателем. Статьи и рецензии."
http://www.fishing-avalon.ru/,3,275,"""Авалон"" - рыболовно-охотничий клуб",Россия,"Отдых, Туризм, Спортивный туризм","Организация охоты и рыбалки на Нижней Волге и Ахтубе. Условия размещения, проживания и рыбной ловли. Фото и видео трофеев, календарь мастер-классов, статьи."
http://www.Green-Bag.ru/,2,110,"""Green-Bag"" - интернет-магазин сумок",Россия,"Дом, Покупки, Одежда, обувь, аксессуары, Галантерея","Розничная продажа сумок, кейсов, чемоданов и др. российских и импортных производителей. Информация о доставке, гарантии, скидках."
http://www.scanprint.ru/,1,50,"""ScanPrint"" - оперативная полиграфия",Санкт-Петербург,"Бизнес, Реклама, Рекламные услуги, Печатная реклама","Цифровая и офсетная печать листовок, буклетов, каталогов, визиток и др.; дизайн полиграфической продукции. Цены. Требования к макетам. Онлайн-заказ."
http://formos.ru/,2,275,"""Формос ТК"" - дистрибьютор продукции компании 3М",Россия,"Бизнес, Производство и поставки, Электроника и электротехника","Скотч, клей, герметики, пленки защитные, электроизоляционные материалы и пр. Описания и характеристики продукции."
http://bio.krc.karelia.ru/,4,500,"Институт биологии Карельского научного центра РАН","Республика Карелия","Учёба, Науки, Естественные науки","Направления научных исследований, контакты. Материалы конференций, тезисы докладов. Перечни статей в российских и зарубежных изданиях."
http://www.elephant-odessa.com/,2,140,"""Элефант"" - официальный дилер Ниссан в Одессе",Одесса,"Авто, Продажа автомобилей, Японские авто","Продажа и техническое обслуживание автомобилей марки Nissan. Цены и комплектации. Технические характеристики и обзоры автомобилей. Акции компании. Фотогалерея. Контакты."
http://kuzvesti.ru/,2,2700,"""Кузоватовские вести"" - газета","Ульяновская область","СМИ, Периодика, Газеты, Региональные","Новости, статьи о событиях в регионе, интервью с известными людьми, фотогалереи. Условия размещения рекламы в газете и на сайте. Контакты редакции"
http://www.tinakandelaki.ru/,3,150,"Тина Канделаки - официальный сайт телеведущей",,"СМИ, Телевидение, Телепередачи","Новости, биография, фотогалерея, публикации в СМИ и др."
http://sportwest.ru/,2,10,"""Спорт-вест"" - интернет-магазин спорттоваров","Москва и область","Спорт, Спортивные товары, Велосипеды","Продажа велосипедов, беговых дорожек, штанг, силовых станций и т.д. Условия заказа товаров; способы оплаты и доставки. Акции и спецпредложения магазина."
http://novosti.ws/,1,0,"""Novosti.ws"" - система поиска по новостям",Россия,"СМИ, Прочее","Поиск и лента русскоязычных новостей по темам."
http://ska.freelines.ru/,-1,120,"""Союз коммерческого авангарда"" - о группе",Санкт-Петербург,"Культура, Музыка, Электронная музыка","Общие сведения о группе и музыкантах. Музыка в формате wma. Афиша выступлений. Фотографии."
http://doros.yaroslavl.ru/,1,20,"""Дорос"" - строительные и отделочные материалы","Ярославская область","Бизнес, Строительство, Стройматериалы, Кровля","Производство и поставки ингибиторов коррозии, каучука, эпоксидных смол, красок, материалов для кровельных работ, декоративной отделки, дорожного строительства. Цены. Описание продукции."
http://www.eaton.ru/,5,700,"""Официальное представительство Eaton в России""",Россия,"Бизнес, Производство и поставки, Оборудование, Прочее","Разработка продуктов и решений в области автоматизации и управления, защиты электросетей, гидравлики, фильтрации и др. Информация об отраслях применения. Адреса дистрибьюторов."
http://amotiv.ru/,1,30,"""Avtomotiv"" - оборудование для СТО грузовиков",Казахстан,"Бизнес, Производство и поставки, Оборудование, Оборудование для АЗС и автосервиса","Поставки оборудования и инструмента для технического обслуживания коммерческого транспорта, организации мобильного сервиса. Каталог продукции. Готовые решения."
http://www.janarel.elcat.kg/,-1,0,"""Жанар Электроникс"" -продажа копировальной техники",Киргизия,"Бизнес, Все для офиса, Оргтехника, Копировальная и оргтехника","Сведения о фирме. Каталог копировальных аппаратов фирм ""Nashuatec"", ""Ricoh"" и ""Toshiba"". Описания и технические характеристики. Описание услуг по изготовлению пластиковых карт."
http://coffeem.ru/,0,50,"""Coffeem"" - продажа кофемашин и кофе",Москва,"Бизнес, Все для офиса, Обеды и вода в офис","Каталог продукции: кофеварки, кофемашины, кофемолки, кофе. Описание. Цены. Форма онлайн заказа."
http://www.cba.ru/,3,130,"""ЦБА"" - аудиторско-консалтинговая компания",Москва,"Бизнес, Финансы, Аудит, бухучет","Проведение аудиторской проверки, оценка всех видов собственности и активов, консалтинг учетных систем, трансформация отчетности в соответствии с требованиями МСФО или US GAAP и др. Контакты."
http://gpnd.by/,3,190,"""Минский городской психоневрологический диспансер""",Минск,"Дом, Здоровье, Специализированная медпомощь","Оказание психиатрической помощи, диспансерное и амбулаторное лечение. Перечень платных услуг. Структура учреждения. График работы. Контакты."
http://www.yagodnoe.ru/,-1,30,"""Ягодное"" - агротехническая фирма",Киров,"Бизнес, Производство и поставки, Агропром, Прочее","О деятельности: производство овощей и посадочного материала для садов и огородов, производство БАДов, деревообработка и пр. Прайс-лист на плодовые саженцы и семена."
http://kiparis-beauty.ru/,0,0,"""Кипарис"" - студия красоты",Москва,"Дом, Мода и красота, Салоны красоты","Обзор парикмахерских услуг, возможностей ухода за ногтями и лицом, спа-процедур и пр. Расценки. Информация о новинках и акциях. Контакты."
http://kmstudio.com.ua/,4,70,"""КМ Студия"" - киностудия",Киев,"Культура, Кино","Продукция: телепрограммы, видеоклипы, рекламные ролики, компьютерная графика. Услуги по изготовлению видеопродукции, прайс-листы. Сайт на украинском языке."
http://nordicworld.ru/,3,60,"""Скандинавская игрушка"" - интернет-магазин",Россия,"Дом, Покупки, Мебель и интерьер, Мягкая мебель","Продажа мягких игрушек, посуды и кухонных принадлежностей, постельного белья и др. товаров с популярными героями скандинавских сказок, а таже шерстяной одежды из Исландии. Условия работы."
http://www.dmex.ru/,1,10,"""Дверная Механика""",Москва,"Бизнес, Строительство, Стройматериалы, Двери","Поставки фурнитуры Stublina для окон и дверей из алюминиевого профиля, поворотно-наклонной фурнитуры, дверных замков и доводчиков. Каталог и характеристики продукции. Контакты."
http://www.prognoz.ru/,5,425,"""Прогноз"" - экономическое программное обеспечение",,"Учёба, Науки","Разработка комплексных систем поддержки экономических решений. Описание разработок; портфолио. Публикации сотрудников. Контакты."
http://www.softstudio.ru/,0,40,"""SoftStudio"" - студия разработки программ",,"Бизнес, Деловые услуги, Автоматизация бизнеса","Разработка систем учета для торговых организаций и частных предпринимателей, кадровых агентств, полиграфических предприятий. Возможность купить готовые решения. Цены. Форум."
http://studio-labrador.ru/,1,10,"""Лабрадор"" - студия звукозаписи",Москва,"Культура, Музыка, Звукозапись, продюсеры, агентства","Запись музыки, создание аудиокниг, озвучка игр и другие услуги. Информация о студийном оборудовании. Контакты."
http://www.dpjob.ru/,-1,0,"""DpJob.ru"" - поиск работы и персонала",Россия,"Работа, Вакансии и резюме","База вакансий и резюме. Сервисы для работодателей, соискателей и агентов. Возможность создания собственных настроек."
http://bzmi.ru/,0,10,"""Белгородский завод металлоизделий""",Белгород,"Бизнес, Производство и поставки, Оборудование, Упаковка и тара","Производство жестяной тары для лакокрасочной продукции, литографирование жести."
http://ru.123rf.com/,5,550,"""123RF"" - фотобанк",Россия,"Культура, Фотография, Фотостудии и агентства","База фотографий, векторных иллюстраций, видеороликов и логотипов для рекламы, дизайна, полиграфии, СМИ. Тарифные планы. Условия работы с юрлицами. Предложение для фотографов. +7 (495) 988-20-24"
http://www.ultersys.com/,0,0,"""Альтер Системы"" - ПО для медиа исследований",Москва,"Бизнес, Реклама, Услуги маркетинга","Компания занимается разработкой специализированного программного обеспечения (планирование рекламной деятельности и анализа средств массовой информации, маркетинговые исследования). Демо, поддержка."
http://www.petshop78.ru/,1,70,"""Северная столица"" - интернет-зоомагазин","Санкт-Петербург и Ленинградская область","Дом, Домашние животные, Зоотовары","Продажа товаров для животных: корма для собак и кошек, клетки для птиц и грызунов, аквариумы, аксессуары, ветпрепараты и пр. Прайс-лист. Условия доставки."
http://apis.net.ru/,0,30,"""Тенториум"" - региональное представительство",Россия,"Дом, Здоровье, Народная и нетрадиционная медицина","Каталог апифитопродукции: описание, область применения. Пункты розничных продаж, прайс-лист. Консультации специалиста. Статьи по апифитопродукции. Предложение о сотрудничестве."
http://akvis.ru/,0,130,"""Аквис"" - интернет-магазин сантехники",Россия,"Дом, Квартира и дача, Сантехника","Продажа мебели для ванной комнаты, акриловых, чугунных и пр. ванн, душевых кабин и уголков, санфаянса, инсталляций и т.п. Каталог товаров и производителей. Условия доставки и оплаты. Пункт самовывоза."
http://www.jac.ru/,3,400,"""Японские кондиционеры"" - ассоциация",Москва,"Бизнес, Строительство, Инженерные системы","Кондиционеры General: параметры и цены, галерея в интерьере, расчет модели, прайс-лист. Информация дилерам. Реквизиты фирмы."
http://IstokDoors.com/,2,80,"""Исток дорс"" - фабрика дверей",СНГ,"Бизнес, Строительство, Стройматериалы, Двери","Двери межкомнатные: каталог моделей, размеры. Координаты, дилеры."
http://www.inkinoveritas.ru/,2,170,"""InKinoVeritas"" - профессиональная видеосъемка",Москва,"Hi-Tech, Интерфейс","Услуги по видеосъемке на мероприятиях, монтажу и съемке фильмов и видеосюжетов, пост-обработке материалов. Прайс-лист."
http://garda-estate.ru/,3,250,"""Garda Estate"" - агентство недвижимости",Москва,"Бизнес, Недвижимость, Агентства недвижимости","Покупка, продажа и аренда недвижимости; юридическое сопровождение сделок; кредитование и ипотечные программы. Каталог домов и участков под застройку. Фото объектов. Фильтр подбора."
http://www.vidpochivay.com/,2,40,"""Хороший отдыХ"" - блог об активном отдыхе",,"Отдых, Туризм, Универсальное","Статьи о путешествиях и отдыхе: описание красивых мест, курортов, отелей, напитков и экзотических блюд. Фотографии."
http://www.dipsoft.ru/,3,60,"""Dipsoft"" - автоматизация санаториев и больниц",Россия,"Бизнес, Деловые услуги, Автоматизация бизнеса","Описание программных комплексов ""ДИП-Пансион"" и ""Диетпитание"". Возможность скачать демо-ролики. Цены. Контактная информация."
http://www.lhasa.ru/,3,250,"""Lhasa.ru"" - о Тибете и Лхасе",Китай,"Отдых, Туризм, Прочее","Подборка статей о природе, истории, культуре, монастырях, богах, людях и легендах Тибета. Фотографии."
http://www.eurosport.ru/university-sports/summer-universiade,2,10,"""Летняя Универсиада на портале Eurosport""",Россия,"Спорт, Летние виды спорта, Универсальное","Обзор результатов Универсиады-2013. Итоговые новости соревнований в Казани. Архив видеоматериалов и фоторепортажей."
http://www.tetrisonline.com/games/tetris_battle_facebook.php,3,0,"""Tetris Battle"" - логическая игра",,"Развлечения, Игры, Игровая, Социальные игры, Facebook","Поставьте все фигуры так, чтобы ни одна не коснулась верха."
http://www.stapravda.ru/,5,2800,"""Ставропольская правда"" - газета","Ставропольский край","СМИ, Периодика, Газеты","Материалы последнего выпуска (новости политической, экономической и культурной жизни Ставропольского края и России). Архив c 2000 г."
http://www.komunist.com.ua/,5,450,"""Коммунист"" - интернет-версия газети",Украина,"СМИ, Периодика, Газеты, Сетевые","Статьи о выборах, политике, обществе; новости и факты. Политические и экономические карикатуры. Архив номеров с 2006 года. Возможность онлайн-подписки. Правила подписки на печатное издание газеты."
http://streetwave.ru/,2,10,"""ВУ Продакшн"" - независимый лейбл","Москва и область","Культура, Музыка, Рэп и хип-хоп","Поддержка и продвижение исполнителей хип-хопа. Информация о проектах. Статьи. Контакты."
http://www.rabota55.ru/,3,650,"""Работа в Омске"" - банк вакансий и резюме",Омск,"Работа, Вакансии и резюме","Поиск работы и сотрудников по банку данных. Формы для добавления и изменения резюме и вакансий он-лайн. Возможность подписки на рассылку."
http://bama.by/,3,0,"""Bama.by"" - производитель детских площадок",Беларусь,"Бизнес, Производство и поставки, Предметы потребления, Прочее","Изготовление из дерева игровых площадок, спортивных уголков, скамеек, детских качелей и песочниц. Каталог продукции. Условия оплаты, доставки и сборки. Контакты."
http://ovechka.com.ua/,4,375,"""Овца рукодельница"" - магазин рукоделия",СНГ,"Отдых, Хобби","Продажа наборов для вышивания крестом, бисером, схемы вышивки крестиком, багеты и др. Полезные советы по вышиванию. Мастер-классы."
http://www.kirovreg.ru/,5,2800,"Правительство Кировской области","Кировская область","Общество, Власть, Исполнительная власть","Областные новости. Обзор социально-экономической ситуации. Сведения для инвесторов. Официальные документы."
http://www.megapolisprint.ru/,1,70,"""Сити Принт"" - типография",Москва,"Бизнес, Деловые услуги, Полиграфические услуги","Печать отраслевых и корпоративных периодических изданий, брошюр, буклетов, деловой полиграфии, POS-материалов и др. Онлайн-калькулятор полиграфических заказов. Портфолио."
http://www.hotmetal.ru/,3,250,"""Хот"" - цены на металл",,"Бизнес, Производство и поставки, Металлургия, Универсальное","Электронный прайс-лист металлоторговцев России."
http://www.sofos.ru/,1,850,"""Софос"" - промышленно-строительная компания","Москва и область","Бизнес, Производство и поставки, Оборудование","Поставки оборудования и профилей для производства окон из ПВХ; изготовление окон, офисных перегородок, навесных вентилируемых фасадов и др. Фотографии продукции. Информация для дилеров."
http://www.flashgames.ru/igra/shkola-kulinarov-kaliforniiskiie-rolly.html,0,0,"""Школа кулинаров: калифорнийские роллы""",,"Развлечения, Игры, Игровая, Флеш-игры, Бизнес","Действуй по инструкции и приготовь японское рыбное блюдо на американский манер."
http://www.mgei.org/,5,60,"Международный гуманитарно-экономический институт",Беларусь,"Учёба, Высшее образование, Негосударственные вузы","Обучение по специальностям: психология, международное право, экономика и управление на предприятии, социология и пр. Информация для студентов и абитуриентов. Контакты."
http://instrumental.by/,2,10,"""Инструменталь"" - поставки инструмента",Гродно,"Бизнес, Строительство, Прочее","Оптовая реализация измерительного, слесарного, столярного и другого инструмента. Прайс-лист. Статьи об инструменте. Контакты."
http://www.globtelecom.ru/,2,10,"""Глобалтелеком"" - телекоммуникационная компания",Россия,"Hi-Tech, Сети и связь, Телефонная связь","Услуги по подключению IP-телефонии для дома и офиса. Тарифы. Условия подключения; способы оплаты. Онлайн-форма для регистрации и подключения услуг связи."
http://www.bathroom.ru/,2,300,"""Белый берег"" - интернет-магазин сантехники",Россия,"Дом, Квартира и дача, Сантехника","Продажа европейской сантехники: смесители, душевые кабины, унитазы, гидромассажные ванны, мебель и пр. Условия доставки."
http://www.instar.ru/,3,275,"""Instar Logistics"" - экспедиторская компания",СНГ,"Бизнес, Деловые услуги, Экспедирование и перевозка грузов","Перевозки авиационным, железнодорожным, морским, автомобильным транспортом, страхование грузов и др. Форма онлайн-заявки. Контакты."
http://www.dm-imperial.ru/,1,250,"ПО ""Империал"" - мебель для детского сада",Россия,"Бизнес, Производство и поставки, Предметы потребления, Производство и поставка мебели","Производство стульев, столов, кроватей, шкафов для раздевалок, игровой и др. мебели. Интернет-магазин продукции. Информация для дилеров."
http://www.nexans.ru/,3,350,"НПК ""Сим-Росс"" - теплые полы Nexans",Россия,"Дом, Покупки, Кондиционеры и обогреватели","Каталог продукции. Варианты теплых полов для ванных комнат, кухонь, прихожих и др. помещений. Перечень объектов. Адреса магазинов."
http://www.dalgakiran.su/,4,700,"""Dalgakiran"" - компрессорное оборудование",Россия,"Бизнес, Производство и поставки, Машиностроение","Производство и сервисное обслуживание винтовых, поршневых, дизельных компрессоров, систем подготовки сжатого воздуха, воздуходувок и др."
http://Eminem50Cent.ru/,2,30,"""Eminem50cent.ru"" - фан-сайт рэп-исполнителей",,"Культура, Музыка, Рэп и хип-хоп","Новости, анонсы музыкальных релизов и медиатека Eminem, 50 Cent, Dr. Dre и групп D12 и G-Unit. Биографические материалы, дискография и фотоальбомы исполнителей. Форум."
http://happytm.ru/,1,10,"""Happytime"" - интернет-магазин гаджетов",Россия,"Hi-Tech, Компьютеры, Планшеты","Продажа запчастей и аксессуаров для Apple iPhone и iPad, а также для устройств Samsung Galaxy; USB-флешек, автомобильных видеорегистраторов и др. Информация о способах доставки."
http://www.iptrussia.ru/,3,220,"""IPT"" - центр иностранных языков",Россия,"Учёба, Курсы, Иностранные языки","Курсы английского, немецкого, китайского и др. языков для корпоративных клиентов, подготовка к сдаче международных экзаменов, организация обучения за рубежом. Цены. Методика и формат занятий."
http://lib.kherson.ua/,2,450,"""Областная научная библиотека им. Олеся Гончара""",Херсон,"Культура, Литература, Государственные  библиотеки","История библиотеки. Информация об отделах, услуги. Правила пользования. График работы. Виртуальная справочная служба."
http://www.ics-market.com.ua/,3,170,"""Икс-маркет"" - оптимизатор бизнесс-процессов",Украина,"Бизнес, Производство и поставки, Оборудование, Торговое оборудование","Разработка, установка и обслуживание программ для автоматизации бизнеса; продажа POS-оборудования, весов, кассовых аппаратов и т.д. Прайс-лист. Описания характеристик продукции и программ. Контакты."
http://www.avto-drive.com/,1,10,"""АвтоДрайв"" - доставка для интернет-магазинов","Санкт-Петербург и Ленинградская область","Бизнес, Все для офиса, Курьерские службы","Курьерская доставка товаров интернет-магазинов конечному покупателю, перевозка небольших грузов. Тарифы. Контакты."
http://www.argentum107.ru/,3,50,"""Аргентум 107"" - оснащение лабораторий",Москва,"Бизнес, Производство и поставки, Оборудование, Лабораторное оборудование","Поставки лабораторного оборудования, стекла и пластика, химреактивов. Каталог продукции. Цены. Онлайн-заказ. Спецпредложения. Контакты."
http://www.TracTyres.ru/,2,140,"""Грузовые шины "" - интернет-магазин грузовых шин",Россия,"Бизнес, Производство и поставки, Машиностроение, Автозаводы, Запчасти и агрегаты","Каталог грузовых и сельскохозяйственных шин, автомобильных камер и пр. Прайс-лист. Поиск по параметрам. Условия доставки и гарантии. Контакты."
http://vk.com/app4137194,-1,0,"""Бабло"" - финансовая пирамида онлайн",,"Развлечения, Игры, Игровая, Социальные игры, ВКонтакте, Экономические","В начале игры Вам выдается первоначальный капитал и возможность вложить его. Ваши вклады начинают расти на глазах! Теперь главное - вовремя зафиксировать свою прибыль и не прозевать момент закрытия."
http://www.u-tel.ru/,4,650,"""Utel"" - универсальный оператор связи",,"Hi-Tech, Мобильная связь","Тарифы. Территория покрытия. Список дополнительных услуг для абонентов. Способы оплаты. Возможность отправки СМС или ММС."
http://www.ukenergomash.ru/,1,200,"""УралКомлектЭнергоМаш"" - промышленное оборудование",Россия,"Бизнес, Производство и поставки, Машиностроение, Изделия для производств, Промышленные насосы","Продажа насосного оборудования, элементов трубопроводов и систем вентиляции. Информация о сопутствующих услугах. Онлайн-заявка."
http://www.vdkspb.ru/,1,30,"""Всё для камня"" - оборудование для камнеобработки",Россия,"Бизнес, Производство и поставки, Оборудование, Станки","Продажа алмазного и абразивного инструмента, отрезных и полировальных станков для камня, средств для ухода и работы с камнем и др. Перечень продукции. Онлайн-заказ."
http://www.hoteladriy.com.ua/,1,70,"""Вилла Адриа"" - частный пансионат",Севастополь,"Отдых, Туризм, Санатории и пансионаты, Крым","Номера, услуги, инфраструктура, экскурсионные программы. Цены, форма бронирования. Координаты."
http://www.psfstroymaster.ru/,1,210,"""Строй мастер"" -производственно-строительная фирма","Москва и область","Бизнес, Строительство, Универсальное","Капитальное строительство, генподряд, реконструкция зданий и сооружений, работы по инженерным коммуникациям, монтаж металлоконструкций и др. Прайс-листы. Каталог готовых объектов с фото. Видео работ."
http://k-s.by/,1,10,"""Кадровый советник"" - кадровое агентство",Беларусь,"Работа, Кадровые агентства","Поиск и подбор рабочего персонала, менеджеров среднего звена и профильных специалистов для зарубежных компаний. Список вакансий. Анкета для соискателей. Онлайн-заявка на подбор персонала. Контакты."
http://www.evrotel.com.ua/,1,240,"""Евротел"" - мобильные телефоны и аксессуары",Украина,"Hi-Tech, Мобильная связь, Сотовые телефоны, Запчасти и аксессуары","Розничная и оптовая онлайн-торговля телефонами Apple, LG, Nokia и др., гарнитура, карты памяти. Каталог техники, описание моделей, сроки гарантии. Условия покупки в кредит. Способы оплаты и доставки."
http://polustrovo.ru/,3,120,"""Полюстрово"" - доставка воды на дом и в офис",Санкт-Петербург,"Бизнес, Все для офиса, Обеды и вода в офис","Производство природной питьевой воды столового и лечебного назначения, безалкогольных напитков. Продажа кулеров. График доставки."
http://elitkniga.ru/,0,0,"""Элиткнига""- интернет-магазин книг",Москва,"Культура, Литература","Каталог элитных книг и подарочных изданий по архитектуре, искусству, кулинарии, фотографии и др. Условия оплаты и доставки заказа."
http://benefit.by/,4,120,"""Benefit.by"" - кредиты и депозиты",Беларусь,"Бизнес, Финансы, Страхование","Онлайн-подбор кредитов, лизинга, вкладов, вариантов страхования и др. Обсуждение предложений и отзывы о работе банков. Финансовые новости. Кредитный калькулятор. Рейтинг банков."
