url,pr,tic,title,region,description
http://www.almacor.ru/,2,240,"Альмакор - рекламная группа",Москва,"Наружная реклама, реклама в метро и на транспорте, выставочный сервис, креатив, маркетинг."
http://russvancouver.narod.ru,0,0,"Переводы в Ванкувере",Ванкувер,"Переводы различных документов юридических, иммиграционных, коммерческих, технических, медицинских, документации по нефтяной, горнорудной и строительной промышленности, по охране окружающей среды."
http://www.videochat.ru,3,60,"Русский видео чат",Москва,"Возможность увидеть своих собеседников. Правила пользования чатом."
http://www.fire01.narod.ru,0,30,"Пожарная автотехника - история развития",Москва,"История пожарной техники России 20-го века. 215 моделей, богатый иллюстративный материал. Фотографии пожарной техники, описание"
http://www.graphickart.ru,1,0,ГрэфикАрт,Москва,"Поставки издательских систем. Разработка дизайна изданий."
http://www.birpark.ru/,2,60,"Бирпарк - изготовление изделий из натурального дерева на заказ",Москва,"Иллюстрированный каталог продукции. Цены."
http://www.qwaka.ru,2,0,"Qwaka.ru - онлайн-кастинги, регистрация анкет актеров и моделей",Москва,"Кастинги в режиме онлайн. Регистрация анкет профессиональных и начинающих актеров, моделей, фотомоделей, а также людей, желающих участвовать в массовках в телепередачах. Детские и подростковые кастинги. Размещение кастинг-баз для актерских и модельных агентств. Публикация объявлений о кастингах."
http://www.emeraldvalley.narod.ru,1,0,"Изумрудная Долина",Москва,"Домашняя страничка Британской короткошерстной кошечки - шоколадки Лизаветы."
http://dynamokiev.ru/,1,0,"Сайт болельщиков киевского Динамо",Киев,"Новости клуба, фото, видео, интервью с игроками, тренерский штаб, состав команды, обзоры матчей с участием ""Динамо"" и сборной Украины, турнирная таблица, новости украинского футбола, трансферы украинских клубов и др."
http://dolinsk-sakh.narod.ru,3,10,"Город Долинск - лента новостей",Долинск,"Справочная информация по предприятиям города. Фотогалерея. История города."
http://on-lan.ru/,2,0,"В Интернет через Ethernet",Москва,"Статьи о компьютерных сетях и сетевых технологиях. Теоретические вопросы строительства инфраструктуры Ethernet-провайдера. Практические моменты создания и эксплуатации Ethernet-сетей в провайдинге. FAQ по компьютерным сетям. Сетевые протоколы нового поколения."
http://nevastroyka.ru/,3,800,"Невастройка - проект о жилищном и гражданском строительстве",Санкт-Петербург,"Недвижимость Санкт-Петербурга и области. Новые проекты. Тенденции рынка недвижимости, новинки. Каталог строительных, риэлторских фирм."
http://file.liga.net/,5,1800,"Досье на известных людей",Киев,"Справочная информация: персоны, компании, партии, события. Биографии политиков, информация об украинских компаниях, новости о важных событиях в Украине."
http://damskiiclub.ru,0,0,"Дамский клуб - форум",Москва,"Общение в рубриках: фитнес, диеты, здоровье, питание, кулинария, нетрадиционная медицина, красота, здоровье женщины и др."
http://www.sysk.ru,2,20,"Детектив и общество - детективное агентство",Москва,"Детективные услуги, сбор информации по физическим и юридическим лицам, семейные вопросы, обеспечение информационной безопасности, служебные проверки, розыск должников."
http://www.electroizolit.ru,1,90,"Электроизолит - производство электроизоляционных материалов",Хотьково,"Каталог продукции - текстолитов, стеклотекстолитов, миканитов, лакотканей, стеклопластиков, композиционных материалов, электроизоляционных лаков, эмалей, компаундов, герметиков."
http://1-2-3-resumes.com/,4,0,"1-2-3 Resumes",,"Составление резюме на примере профессионально  подготовленного  резюме. Анализ типичных ошибок при составлении резюме. Услуги платные."
http://oj-mamochki.ru,1,10,"Ой-мамочки.рф - портал для родителей города Оренбурга",Оренбург,"Материалы и статьи, посвященные беременности, родам, воспитанию и развитию детей. Виртуальный мир общения родителей: блоги, фотогалереи, отзывы о врачах, детских садах, товарах и др. Поиск друзей для общения по интересам."
http://www.nevid.ru/,2,160,"Невидь - официальный сайт группы",Москва,"История и состав группы, интервью, аудио- и видеофайлы, тексты песен, фотографии."
http://www.f-45.com/english/,3,0,"Кассегрэн Кристоф - фотограф",Монреаль,"Пейзажи, ландшафты, архитектура."
http://www.prazd.info/orgz/198,1,100,"Организация новогодних праздников - самостоятельная подготовка праздника",Москва,"Ресурс, посвященный новогодним праздникам. Советы и идеи по организации и проведению, по подготовке подарков, поздравлений, праздничного стола и других развлечений."
http://archicadr.narod.ru,-1,0,"Моисеев Сергей - архитектор",Москва,"Разработка индивидуальных проектов жилых домов, офисных, торговых и общественных зданий и др."
http://www.dfkm.narod.ru,-1,0,"Днепропетровская федерация кикбоксинга и муэй тай",Украина,"Рейтинг, кикбоксинг, муэй-тай."
http://www.estate-edinstvo.spb.ru,1,10,"Единство - агентство недвижимости",Санкт-Петербург,"Полный комплекс услуг в сфере недвижимости."
http://econpredpr.narod.ru,1,20,"Экономика предприятия - электронный учебник",Красноярск,"Авторы - Юрков С.В., Юркова Т.И. - преподаватели Красноярской ГАЦМиЗ."
http://www.standards.ru/,6,1300,"Издательство стандартов",Москва,"ГОСТы, тематические сборники, правила и рекомендации, классификаторы, научные, учебные и справочные издания, указатели, журнал ""Измерительная техника"". Магазин стандартов."
http://ratingbox.org.ua,0,0,"Ratingbox – bнформационно-статистический портал",Харьков,"Сборник тематических статей о различных понятиях и явлениях повседневной жизни. Возможность оставить свое мнение и дать оценку размещенному материалу. Возможность разместить свой материал."
http://www.consumer.nm.ru/,-1,0,"Общество защиты прав пользователей ПО",Москва,"Защита прав потребителей программного обеспечения."
http://www.detmas-v-chelnah.ru/,0,0,"Детский массаж - частный сайт детской медицинской сестры","Набережные Челны","Информация о детском массаже и практические материалы для молодых мам. Детский массаж - история, показания и противопоказания."
http://www.brestshop.com/,1,10,"Brestshop - интернет-магазин",Брест,"Ассортимент товаров: бытовая техника, аудио-видео, хозяйственные товары, фотоаппараты, книги и пр."
http://www.psina-on.narod.ru,1,0,"Виртуальный каталог пород собак",Москва,"Фотогалерея, статьи, анимация. Бесплатное размещение информации о собаках и питомниках. Обмен баннерами и ссылками."
http://emr.vistcom.ru/,-1,0,"Экометресурсы - продажа реставрированных труб",Волгоград,"Номенклатура труб, реставрированных по следующей технологии: обработка пескоструйными установками, торцевание, внутренняя зачистка."
http://www.online.ru/people/glv/,-1,3300,"Человек Бессмертный",,"Приглашение к сотрудничеству всех, кто занимается вопросами бессмертия."
http://www.dentalfantasy.ru/,3,1400,"Dental Fantazy - детская стоматологическая поликлиника",Москва,"Стоматологическая помощь детям в возрасте от 1 года и до 18 лет. Профилактика стоматологических заболеваний. Детская ортодонтия. Закись азота-кислородная седация. Анестезиология."
http://mikblog.ru,1,0,"Биробиджан - фотоблог",Биробиджан,"Фотоблог о городе Биробиджане Еврейской автономной области его природе, событиях, людях."
http://www.manus.baikal.ru,4,30,"Иркутск. Старый и новый","Иркутская обл.","Рукописи и печатные издания об Иркутске из фондов Научной библиотеки Иркутского госуниверситета: очерк, обзор рукописей, экскурсия по историческому центру города, библиография."
http://62.ru,3,80,"Рязанская область",Рязань,"Рязанские новости, справочник фирм, частные объявления, поиск работы в регионе."
http://www.metex-e.ru,1,120,"Метэкс-Екатеринбург - поставка металлопроката",Екатеринбург,"Каталог продукции. Справочная информация: марочник сталей, индекс цен на металлопрокат, расчёт ж.д. тарифа, новости металлургии."
http://org03.ru/,1,0,"Справочник предприятий Республики Бурятия",Улан-Удэ,"Адресно-телефонный справочник предприятий и организаций Республики Бурятия."
http://www.cookprofit.ru,0,0,"Рецепты приготовления прибыли на фондовом рынке",Волгоград,"Информационный ресурс, посвященный фондовому рынку и трейдингу. Аналитические статьи и прогнозы различных инструментов российского фондового рынка и рынка FOREX."
http://www.niki8194.narod.ru,-1,0,"Островки - информационно-новостной проект","Большой Улуй","Церковные и светские новости, обзор событий Большеулуйского района Красноярского края. Персональный проект члена Союза журналистов России Николая Елисейкина."
http://www.deti-angeli.ru,0,30,"Дети-ангелы - сообщество родителей",Москва,"Сообщество родителей детей, страдающих детским церебральным параличом (ДЦП). Информация о лечении и реабилитации, психологическая поддержка."
http://quickkeyboard.nm.ru/,-1,0,"Программы для изучения слепой печати",Москва,"Клавиатурные тренажеры; учебные схемы для изучения клавиатуры; ПО для переключения раскладки."
http://www.biola.kz,2,30,"Биола - торговая компания",Алма-Ата,"Поставки на фармацевтический рынок лекарственных препаратов и изделий медицинского назначения."
http://www.zmz.zp.ua/,3,20,"Запорожский механический завод",Запорожье,"Проектирование и производство специнструмента, оснастки и запасных частей для железнодорожного транспорта."
http://www.tourua.com/ru/horoscope,3,1400,"Гороскопы для всех знаков зодиака на портале TourUA.com",Киев,"Гороскоп на неделю, месяц, год для всех знаков зодиака. Туристический гороскоп, позволяющий правильно и выгодно спланировать предстоящий отдых и путешествие. Подбор времени, места и обстоятельств."
http://nevrolog.w6.ru/,0,0,"Статьи по неврологии",Киев,"Проблемы неврологии, психиатрии и других, связанных дисциплин. Профессиональная информация для неврологов. Новости медицины. Ссылки."
http://intelcenter.ru,0,0,"Центр интеллектуальной собственности",Москва,"Охрана объектов промышленной собственности: изобретения, полезные модели, промышленные образцы, товарные знаки, знаки обслуживания и наименования мест происхождения товаров."
http://diwex.narod.ru,-1,0,"Животные - галерея",Москва,"Информации о животных. 2 фотогалереи. Ссылки на сайты о животных."
http://www.buran-rus.narod.ru,1,0,"Буран - продажа снегоходов",Рыбинск,"Продажа снегоходов и запчастей - Буран, Тайга и Yamaha."
http://www.rat.narod.ru,-1,20,"Клуб декоративного крысоводства",Москва,"О деятельности клуба крысоводов в СПБ: содержание крыс, ветеринарные услуги, селекция, встречи крысоводов, фотоархив, гостиница."
http://rusichifolk.com,0,0,"Русичи - ансамбль",Москва,"Творческая биография ансамбля. Фотогалерея. Музыка."
http://www.bmicro.ru,2,170,"Бизнес Микро, г. Санкт-Петербург",Санкт-Петербург,"Развитие программного продукта ""Платежный календарь"", система комплексной автоматизации рабочего места менеджера (АРМ), система комплексной автоматизации предприятия на базе идеологии ""клиент-сервер""."
http://geolex-geolex.ru,1,20,"Геолекс - продажа  оборудования для солярия и косметики для загара","г. Москва, ул. Щербаковская, д. 53","Каталог продукции: профессиональные солярии, лампы и стартеры для соляриев, косметика для загара. Услуги по ремонту и сервисному обслуживанию соляриев. Техническая информация о принципах работы солярийного оборудования."
http://nevydumka.h10.ru/,-1,0,"Невыдумка - ее стихия",Хабаровск,"Знакомства. Стихи. Невыдумка. Красота слова неувядаемая, различные формы стихоплетства."
http://odessa.en.cx/,1,0,"Encounter Odessa - приключения в городе",Одесса,"Описание игры и программного обеспечения. Примеры миссий. Фотогалерея. FAQ."
http://www.infodyne.h1.ru/,0,0,"Инфодайн - справочная информация",Москва,"Описание мониторов RoverScan, Sony и ViewSonic, плоттеров, сканеров и проекторов."
http://psychoreanimatology.org,3,240,"Психиатрия и психореаниматология - методы анестезиологии и реаниматологии","Набережные Челны","Ургентная психиатрия. Проблемы интенсивной терапии в психиатрии, обучение персонала, организация отделений. Терапия наркоманий, алкоголизма, шизофрении, аффективной патологии. Статьи, книги, новости."
http://mega-all.narod.ru,-1,0,"Арсенал юзера - коллекция программ",Омск,"Анекдоты, коллекция обоев и чит-программы."
http://www.vimcom.ru,3,230,"Вимком-Оптик -  телекоммуникационная компания",Москва,"Создание компьютерных и телефонных сетей. Проектирование, поставка, монтаж и т.д. Волоконно-оптические технологии. Структурированные кабельные системы. Сетевое и телекоммуникационное оборудование."
http://www.astatix.com/rus/,1,60,"Astatix Software - разработка оригинальных логических игр и полезных утилит",Владивосток,"Оригинальные логические игры и утилиты: программа для комфортной работы и управления Winamp в любых программах Astatix Launcher, игра ""Сапер"" с минами разной мощности."
http://www.azimov.ru,1,20,"Азимов - торговый дом",Тольятти,"Продажа автомобилей ВАЗ. Спецавтомобили, пикапы, авто на заказ. Тюнинг."
http://www.vertopedia.ru,2,0,"Вертопедия - энциклопедия вертолетов",Москва,"Модели и марки вертолетов - иллюстрированный справочник. Новости и статьи, посвященные вертолетам."
http://gorodets-adm.ru/,4,40,"Администрация Городецкого района Нижегородской области",Городец,"Официальные документы, справочник, бизнес, экономика, культура."
http://posad.ru/,2,0,"Посад - агентство недвижимости",Красноярск,"Недвижимость в Красноярске. Купля и продажа квартир, земельных участков, гаражей. Обмен. Заключение договоров на долевое строительство. Консультации по операциям с недвижимостью."
http://masterica.narod.ru,1,0,"Мастерица - учебно-информационный сайт по рукоделию",,"Выжигание по ткани. Вышивка крестом. Машинная вышивка. Машинное вязание."
http://www.kvadra.ru/,0,10,"Квадра - запчасти для грузовиков",Воронеж,"Запчасти грузовых автомобилей МАЗ, КамАЗ, Краз, Урал, Зил, Бычок."
http://december30.narod.ru,1,0,"Тридцатое декабря - о книге",Москва,"Сайт-библиотека книги Соловьева А.Е."
http://www.flashgamer.ucoz.ru,3,170,"Flash-игры - коллекция он-лайн игр",Москва,"Стрелялки, логические, эротические, бродилки, спортивные и др."
http://annagerman.ru/,2,110,"Герман Анна - о певице",Москва,"Биография. Дискография. Тексты песен. Ноты. Фотогалерея. Материалы прессы. Воспоминания. Информация о концертах и вечерах памяти."
http://www.1npf.com,3,300,"Первый национальный пенсионный фонд",Москва,"Разработка и реализация пенсионных программ предприятий и организаций. Налоговые льготы. Помощь проблемным ПФ и их вкладчикам."
http://www.goldenring-hotel.ru,3,0,"Золотое Кольцо - гостиница",Москва,"Общая информация, схема проезда, цены, описание номеров, бронирование."
http://www.utspraha.cz,1,0,"UTS Praha",Прага,"Организация поездок всех типов. Проживание в отелях Праги, Карловых Вар и других исторических, курортных и культурных центров Чешской республики по эксклюзивным ценам."
http://starovernoe.ru,0,0,"Староверное - веб-хостинг, регистрация доменов",Москва,"Хостинг сайтов, хостинг электронной почты, регистрация и парковка доменов. Панель управления настройками хостинга. Веб-интерфейс для электронной почты. Тарифные планы на хостинг. Он-лайн заказ услуг компании."
http://www.promoservice.narod.ru/,-1,0,"Промосервис - продажа сувениров",Москва,"Оптовая продажа сувениров и сувенирных изделий."
http://parfenov.info/,0,0,"Парфенов Владимир – ди-джей, музыкант",Москва,"Музыка и миксы автора в формате mp3. Фотографии."
http://www.aktakom.ru,3,0,"КИП марки ""Актаком""",Москва,"Подробная информация о выпускаемых под маркой ""Актаком"" приборах и средствах измерения. Технические характеристики, сертификаты."
http://pogodabrest.by/,3,0,"Погода в Бресте",Брест,"Фактическая погода в Бресте. Прогноз погоды на 10 дней."
http://expressdg.ru,3,0,"Экспресс Дизайн Групп",Челябинск,"Разработка и поддержка сайтов. Создание мультимедиа презентаций. CD-визитки, рекламные презентации, каталоги товаров и услуг, подарочные издания."
http://bash.org.ru/,5,1500,"Bash.org.ru - цитатник Рунета",Уфа,"Подборка смешных цитат из блогов, форумов, мессенджеров и т.д."
http://www.absinthe.narod.ru/,1,80,"Абсент - информационный сайт об абсенте",Москва,"Что такое абсент, история, исторические марки, рецепты, коктейли, рейтинги и другая информация."
http://www.badmintonshop.ru/,2,30,"BadmintonShop - интернет-магазин",Москва,"Товары для занятий бадминтоном: ракетки, воланы и многое другое."
http://a21.viptop.ru/book/book.htm,-1,20,"Электронные книги",Москва,"Книги компьютерной тематики: Как настроить Windows, Платежные карточки, Телеработа, Эффективный Интернет, Как знакомятся в Интернете, Интернет-телефония и др."
http://www.tourbymexico.com,4,10,"Мексика - путеводитель",Мехико,"Фотогалерея. Каталог туров, предлагаемых местными турфирмами. Сведения о достопримечательностях, музеях и гостиницах городов. Карты страны, регионов, городов."
http://www.cantex.ru,1,30,"Сантехника - продажа смесителей и душевых кабин",Москва,"Магазин сантехники, смесителей и мебели для ванной."
http://htmldog2.ru/,0,0,"HTML Dog",Тамбов,"HTML и CSS учебник, справочник, статьи и примеры. Руководство по созданию сайтов."
http://www.crandall.ru/,1,0,"Crandall International - дозировочное оборудование",Москва,"Дозировочные машины для жидких и полувязких веществ, оборудование для укупорки ведер и банок, этикетировочные и укупорочные  машины."
http://www.marat-safin.narod.ru,1,50,"Марат Сафин - неофициальный фэн-клуб",Москва,"Все про Марата Сафина - новости, фотографии, публикации."
http://1205.ru/,3,0,"Школа 1205 с углубленным изучением иностранных языков",Москва,"Виртуальная экскурсия по школе. Условия приема. Сведения о преподавателях. Информация о жизни классов, достижениях, традициях, творческой деятельности. Учебные материалы."
http://sctagi.narod.ru/,-1,0,"Московская генеалогическая ассоциация",Москва,"Важнейшей отраслью деятельности АКАДЕМТАГИ являются уникальные разработки родословного имиджа - создание гармонического образа человека в контексте его семьи и рода."
http://honda-crx.narod.ru/,0,0,"Хонда - опыт эксплуатации",Магадан,"Honda CR-X модели 1990 года. Документация по ремонту и обслуживанию. Личный опыт эксплуатации. Магазины запчастей в Магадане."
http://slepyshev.ru,1,0,"Слепышев Анатолий - художник",Москва,"Биография художника, творческий путь, галерея работ, статьи."
http://antimilitary.nm.ru,1,0,"Блаженны миротворцы...",,"История одного отказа от службы в армии."
http://www.cap.ru/cap/main.asp?id=74,-1,4300,"Статистика Чувашии",Чувашия,"Статистические данные о Чувашии с 1996 г."
http://www.ekonomiks.net.ua,1,0,"Словарь экономических терминов",Киев,"Алфавитный словарь экономических терминов, охватывающих общеэкономические, бюджетные, финансовые, валютные, налоговые, управленческие, страховые, бухгалтерские, аудиторские, маркетинговые и др. понятия."
http://kogot7.freeservers.com,2,10,"Коготь 7",,"Новости и слухи политики, экономики, борьба за власть, скандалы и коррупция."
http://www.go-au.info,2,10,"Иммиграция в Австралию - советы и рекомендации",Москва,"Консультации и оценка шансов об иммиграции в Австралию."
http://kompasnet.org,1,0,"Компас - форум компьютерной помощи",Киев,"Безопасность, борьба с вирусами, операционные системы, железо, софт, программирование, игры."
http://www.provod.com/,2,20,"Провод.ком - юмористический проект Валерия Тихонова",Торонто,"Юмор, иронические стихи, рассказы о жизни в Канаде, фотографии."
http://www.mtu-net.ru/alpinework/,-1,1300,"Центр промышленного альпинизма - высотные работы",Москва,"Выполнение высотных работ проводимых канатным способом с применением альпинисткой техники."
http://www.ya-matushka.ru,2,20,"Я - Матушка - женский православный сайт",Новороссийск,"Статьи, советы, новости для женщин, исповедающих Православие."
http://www.hamburg.spb.ru/,0,0,"Центр по туризму Гамбурга, Представительство в С-Петербурге",Европа,"Предоставление информационного материала и консультаций для всех заинтересованных лиц, туристических фирм Северо-Западного региона, Санкт-Петербурга и России о туристических возможностях Гамбурга."
http://www.autoliga.info,3,350,"Автолига - СТО",Санкт-Петербург,"Техцентр по ремонту и техническому обслуживанию автомобилей марок Mercedes-Benz, Audi, Volkswagen."
http://www.oze.ru,1,0,"Ильяков Василий - озеленение, ландшафтный дизайн",Москва,"Услуги по озеленению, благоустройству территории и ландшафтному дизайну."
http://www.master-live.ru/,2,0,"Шаблоны сайтов",Челябинск,"Обучение для начинающих веб-мастеров. Учебные материалы для создания сайта и его дальнейшего администрирования."
http://ufodic.org.ua,3,0,"Уфологический словарь-справочник",Киев,"Словарь специализированных терминов по уфологии."
http://cyberland.ws,1,0,"CyberLand.ws - статьи",Москва,"Публикации на различные темы: литература, астрономия, история, спорт, техника и т.д."
http://www.sts-mk.ru,-1,0,"Светотехсервис-Металлоконструкция - производство строительных металлоизделий",Москва,"Каталог металлических элементов систем освещения и архитектурно-художественной подсветки зданий, сооружений, автодорог, мест отдыха и городских памятников архитектуры. Проектирование, монтаж и обслуживание."
http://hummer-tank.narod.ru,-1,0,"Хаммеры - об автомобилях",Находка,"О всех видах Хаммеров. Бархан - русский вариант Хаммера."
http://www.rabotamedikam.ru/,5,275,"RabotaMedikam.ru - биржа труда для медработников",Москва,"Банк вакансий и резюме медицинских работников."
http://www.ferracom.ru/,0,0,"Ферраком - продажа и покупка металлопроката",Санкт-Петербург,"Прайс-лист продукции: лист, уголок, арматура и др. Условия поставки."
http://fiatstilo.ru,0,0,"Фиат Стило",Москва,"Статьи об автомобиле: инструкции, каталог запчастей, эксплуатация и ремонт."
http://progzad.ucoz.ru/,0,0,"Программирование на C++",Санкт-Петербург,"Заметки по теории программирования на языке высокого уровня C++. Постоянно обновляемая база решенных заданий на нем."
http://www.olvikt.narod.ru,-1,0,"Олвикт - продажа свеклоуборочной техники",Днепропетровск,"Характеристика техники РКМ, МКК, СПС, МГУ. Бороны тяжелые БДТ-7. Дилер КПП ""Днепропетровский Комбайновый завод""."
http://egorberoev.narod.ru,2,20,"Бероев Егор",Москва,"Все, что я знаю об актере театра и кино Егоре Бероеве."
http://www.goodwin.ru/,4,220,Гудвин,Москва,"Радио- и проводные телефоны, оборудование для микросотовых систем и сетей абонентского радиодоступа, другие средства связи. Основа ассортимента - телекоммуникационные устройства в стандарте DECT."
http://armref.narod.ru,3,10,"Армянские рефераты",Ереван,"Рефераты и курсовые на любые темы, книги, законы, статистичесские данные и макроэкономичесские показатели Армении, ресурсы рефератов, лекции, чарты."
http://www.fondpressa.ru,2,20,Пресса,Москва,"Фонд. Разработка и внедрение информационных технологий в изучение взаимоотношений власти и прессы. Политический консалтинг, организация избирательных кампаний. Публицистические материалы."
http://home.tula.net/yp/,2,0,"Ясная поляна - производство кондитерских изделий",Тула,"Прайс-лист и каталог продукции: конфеты, печенье, пряники. Партнерство."
http://miosk.estav.ru,3,40,"Министерство имущественных отношений Ставропольского края",Ставрополь,"Структура министерства. Задачи и функции. Официальные мероприятия. Документы."
http://www.readymeals.da.ru,-1,0,"Ready Meals - продажа продуктов быстрого приготовления",Москва,"Продажа продуктов быстрого приготовления оптом. Каталог, прайс-лист."
http://www.trubplastsnab.ru,0,70,"Трубпластснаб - поставка полимерных труб, сварочной техники",Железнодорожный,"Прайс-лист и каталог продукции. Информация о трубах и фитингах из полиэтилена, поливинилхлорида, полипропилена, о сварочном оборудовании и инструменте для монтажа полимерных трубопроводов."
http://priut-zimorod.narod.ru,-1,0,"Миновицкая Галина - поэт",Санкт-Петербург,"Об авторе. Библиотека авторской лирики."
http://www.germanavto1.narod.ru,-1,0,"Автомобили из Германии",Москва,"Помощь в покупке иномарки из Европы."
http://www.passion.ru/hor/fengshui/org.htm,0,2500,"Внутренние органы и Фэн Шуй",,"Внутренние органы и их функции согласно учению Фэн Шуй. Взаимодействие органов, циркуляция энергии и т.д."
http://www.derevo-reznoe.ru/,1,0,"Искусство резьбы по дереву - статьи и фото",Санкт-Петербург,"Резьба по дереву: сувениры и статуэтки из дерева. Виды резьбы. Породы деревьев для резьбы по дереву."
http://www.render.ru,4,1100,"Рендер.Ру - графика и анимация",Москва,"Новости, уроки, галерея работ, статьи. Пакеты Max, Maya, LightWave, SoftImage."
http://tanssiurheilu.fi/,4,0,"Финская ассоциация танцевального спорта",Хельсинки,"Развитие танцевального спорта в стране. Проведение соревнований, координация работы танцевальных клубов. Официальная информация, руководящие органы, члены организации."
http://www.greuer.de/ecalc3d.html,4,0,Calc3D,,"Мощная программа для работы с 3D матрицами, векторами, комплексными числами. Широкие возможности 3D визуализации результов."
http://providers.by,4,425,"Провайдеры Беларуси",Минск,"Новости и отзывы о провайдерах, обзор тарифов, аналитика рынка интернет-провайдинга, рейтинг интернет-провайдеров, проверка возможности подключения."
http://www.greyhoundman.narod.ru,-1,0,"GreyHound Management",,"Помощь в трудоустройстве и адаптации победителям лотереи Green Card."
http://www.firelion7.narod.ru,0,0,"Внеземное клонирование",Симферополь,"Клонирование - кто такой Раэль и какова история возникновения возгловляемой им организации, (клонирование было осуществлено компанией ""Cloneaid"", связанной с сектой Раэлинов)."
http://www.choreodrama.narod.ru,-1,0,"Хореодрама Анны Белич.",Санкт-Петербург,"Искусство хореодрамы, хореографии. Различные европейские театральные школы, танцевальные техники. Современные хореографы и режиссёры-постановщики."
http://www.neat.ru/hosting.html,-1,0,"Neat Graphics",Москва,"Хостинг, размещение сайта, регистрация домена, платный и бесплатный электронный адрес."
http://www.budetsvet.ru/,1,0,"ЛЭМиНГ - электромонтажные работы",Москва,"Электромонтаж, ремонт и прокладка электрики, электроснабжение объектов."
http://www.admedia.ru,4,350,"AdMedia – рекламное агентство",Санкт-Петербург,"Комплекс услуг по проведению рекламных кампаний в Интернете."
http://48.ru,3,80,"Липецкая область",Липецк,"Липецкие новости, справочник фирм, частные объявления, работа в области."
http://meboom.ru,1,0,"Мебель для вашего дома - статьи, рекомендации",Москва,"Практические советы по оформлению домашних помещений. Как выбрать качественную и красивую мебель. Изготовление предметов мебели своими руками."
http://www.vniiftri.ru/,5,600,"Всероссийский НИИ Физико-Технических и Радиотехнических Измерений","Московская обл.","Разработки, услуги."
http://www2.umdnj.edu/~shindler/echo.html,5,0,"Эхокардиографический журнал",,"Журнал эхокардиографической лаборатории Медицинского университета в Нью-Джерси. Полнотекстовые статьи, эхограммы сердца. Интерактивные атласы, диаграммы, терминология."
http://www.izstali.com/,2,0,"Иосиф Сталин - документальные материалы",Гродно,"Проект, посвященный личности Иосифа Виссарионовича Сталина. Документальные фильмы, ролики, фотографии. Россия без Сталина - статьи о нынешнем состоянии Российской Федерации."
http://www.svenlib.sandy.ru/booknews/booknews.htm,3,0,"Новинки фантастики","Нижний Новгород","Обзор новинок фантастики в Нижнем Новгороде."
